bin_start,pc1_compartment_score
13600000,0.033558130612474
13700000,0.034467666845338266
13800000,-0.004578343304093057
13900000,-0.032302371088551954
14000000,-0.01798211211255395
14100000,0.00013479283251840654
14200000,-0.027116666033578044
14300000,-0.03127740608268484
14400000,7.912573506942827e-05
14500000,-0.005928642428137655
14600000,-0.015686119773666324
14700000,-0.017378213301592935
14800000,-0.013006082049038603
14900000,-0.0010048277103512603
15000000,-0.007975256655257813
15100000,-0.0415599928724446
15200000,-0.035161611134265275
15300000,-0.026946190546283742
15400000,-0.020749677449608213
18500000,-0.0169910041841184
18600000,0.012991531292725659
18700000,0.012488562751284273
18800000,-0.013778506113430029
18900000,-0.01451675826673632
19000000,0.006706404826176172
19100000,0.05047713888105113
19200000,0.039189141355886234
19300000,0.04448746309174587
19400000,0.035587395497417865
19500000,0.025891883962216276
19600000,0.020531717042820526
19700000,0.043457359605800855
19800000,0.0542372227875175
19900000,0.037407348536927176
20000000,0.03921672867417707
20100000,0.043196610673864266
20200000,0.05118093785185733
20300000,0.03778929558720438
20400000,0.04518926017874918
20500000,0.06338508403385425
20600000,0.052218612804665665
20700000,0.06729023695571147
20800000,0.06221593728013638
20900000,0.06862692677143128
21000000,0.07448448903202473
21100000,0.07115970339442006
21200000,0.06147047359081086
21300000,0.06677457323762011
21400000,0.06950011670847053
21500000,0.06332047555746412
21600000,0.0727657789680392
21700000,0.04989938952370088
21800000,0.046451187899668
21900000,0.05102652379346589
22000000,0.03953154238010401
22100000,0.033377154486662675
22200000,0.03719592674140945
22300000,0.037882502306590946
22400000,0.02170894420239631
22500000,0.012809712672054187
22600000,0.04272395702616998
22700000,0.03451865900396152
22800000,0.021527308531447152
22900000,0.032813285864345745
23000000,0.02541797250131977
23100000,0.008535546765863164
23200000,0.0023611530219772377
23300000,0.009298905599014633
23400000,0.023406769474568864
23500000,0.029227997208479423
23600000,0.04414928648853643
23700000,0.028710386540156597
23800000,0.018561759811835502
23900000,0.04170143047395309
24000000,0.03681622583921192
24100000,0.05191328375268891
24200000,0.03872877662491513
24300000,0.013438650680035882
24400000,0.023768678176105954
24500000,0.01726388169537931
24600000,0.016317372091385198
24700000,0.014607872160895069
24800000,0.015089194347916831
24900000,0.023101344767994303
25000000,0.0003215104704939573
25100000,0.009573952233154714
25200000,0.019544647071621436
25300000,0.015256059942213478
25400000,0.022541486336596087
25500000,0.012583139188610492
25600000,0.034468811704293376
25700000,0.014113148151934846
25800000,-0.025872310420182943
25900000,-0.0036977867290520225
26000000,-0.020880931929899833
26100000,-0.006798384096068849
26200000,-0.02442777554568138
26300000,-0.029832752107037796
26400000,-0.024984462746349374
26500000,-0.02767678434001549
26600000,-0.008585948162419003
26700000,0.0016461764243259733
26800000,-0.0029277847538842884
26900000,-0.02614843612900079
27000000,-0.018852181668837818
27100000,-0.023982064587360224
27200000,-0.02461925750017484
27300000,-0.030269421659711818
27400000,-0.024500994185655933
27500000,-0.024620333162415298
27600000,-0.025921633745482463
27700000,-0.026031217899368173
27800000,-0.03042378246644916
27900000,-0.033208693689617506
28000000,-0.022475559408054777
28100000,-0.03612478142042126
28200000,-0.03435036819388756
28300000,-0.03356073237310372
28400000,-0.026530756960865834
28500000,-0.027420314041637778
28600000,-0.023622686380623724
28700000,-0.020768587448399104
28800000,-0.03046475060691153
28900000,-0.03634090467584881
29000000,-0.009379434088628142
29100000,-0.01046211465065178
29200000,0.01842323437293545
29300000,-0.007788905467521999
29400000,0.010904705625470978
29500000,0.01701421805147038
29600000,0.04089317037404756
29700000,0.03143313625650135
29800000,0.021048879108708358
29900000,0.0285312750404929
30000000,0.024646420608949192
30100000,0.002154377903054016
30200000,0.014403244975257563
30300000,0.022218659974051848
30400000,0.009617216027260685
30500000,0.02526816635002135
30600000,0.02850660036419656
30700000,0.032010437393566134
30800000,0.030377191718764074
30900000,0.0226770575468831
31000000,0.04290206666280013
31100000,0.049639285699551186
31200000,0.04695688725890526
31300000,0.05598422812031316
31400000,0.028209811442843697
31500000,0.029910737207837317
31600000,0.03518317957862083
31700000,0.03268797676284558
31800000,0.04025965615089256
31900000,0.03129729794583009
32000000,0.03708039235763384
32100000,0.05849329791924389
32200000,0.06008038262259613
32300000,0.05752445771839569
32400000,0.05322785631541388
32500000,0.07160707933153318
32600000,0.06446367465664027
32700000,0.06839664987320432
32800000,0.0677228808967047
32900000,0.0652294429174269
33000000,0.06668548641830226
33100000,0.06946602366976493
33200000,0.054812264557346876
33300000,0.04118664990757514
33400000,0.04230004958352382
33500000,0.06957073581282838
33600000,0.06010998166113784
33700000,0.07287456361141234
33800000,0.05383730314058186
33900000,0.06367183723817377
34000000,0.05720256243078166
34100000,0.04945795354460972
34200000,0.04314200690618639
34300000,0.046191483627153244
34400000,0.034702326808693264
34500000,0.009265375954686822
34600000,0.031657066700601505
34700000,0.015351755998416618
34800000,0.04336377334703678
34900000,0.06316500379997668
35000000,0.05934153857247052
35100000,0.03911386275512289
35200000,0.023210701682315878
35300000,0.015112969211101727
35400000,-0.0035097075221833677
35500000,0.0057280085313946875
35600000,-0.0024665722468269168
35700000,-0.0006639803085534642
35800000,0.005718964257567385
35900000,-0.0002902707905709477
36000000,0.008005309626349637
36100000,0.0037624870334302526
36200000,0.011286188529023399
36300000,-0.002150068685223912
36400000,-8.628689266969238e-05
36500000,0.003184984065120352
36600000,0.003657259760914749
36700000,-0.0074439248687199425
36800000,0.00970611084824943
36900000,0.008621640609284754
37000000,0.00913848858701822
37100000,0.019094020307200508
37200000,0.03144437082596111
37300000,0.03333710316073021
37400000,0.02179291983779739
37500000,0.0337719108716595
37600000,0.027397753579625074
37700000,0.017321775859867272
37800000,0.0129447994054535
37900000,0.02401432923874819
38000000,0.006942029191963047
38100000,0.015439652281882092
38200000,0.010250070034014623
38300000,0.011164572619800658
38400000,0.02054821871039092
38500000,0.01822020408957697
38600000,0.005125644263006959
38700000,0.01361299237220355
38800000,0.0031341358077708317
38900000,0.016409607207214242
39000000,0.004599753448884131
39100000,0.0024609845839872364
39200000,0.008582098736338655
39300000,0.01402726720836909
39400000,0.005780251613284722
39500000,0.041523829945981486
39600000,0.025543252031212476
39700000,0.007214435242419012
39800000,-0.008702901186092182
39900000,-0.021807496318311796
40000000,-0.021526183037195598
40100000,-0.001108169152696195
40200000,-0.0024691375784299894
40300000,0.0046157083558614614
40400000,-0.004344324876203074
40500000,-0.012311343107885123
40600000,-0.016821132662723875
40700000,-0.009779930962882464
40800000,0.009903566223344708
40900000,0.005718650913077668
41000000,0.004610346821703385
41100000,0.015355804721437046
41200000,0.02770029523603842
41300000,0.012151172421181031
41400000,0.02692017297993151
41500000,0.025951410894388786
41600000,0.032064897256520716
41700000,0.03594641880412987
41800000,0.007831282245175456
41900000,0.022014095895537954
42000000,0.0195789578960366
42100000,0.04396501389514392
42200000,0.06014617114170381
42300000,0.06109072397342325
42400000,0.06085446063147918
42500000,0.0555044003151106
42600000,0.045878169409629646
42700000,0.032326450171740205
42800000,0.032782810299366166
42900000,0.03344320211277406
43000000,0.04216445145566459
43100000,0.03350286989072765
43200000,0.04934173251125181
43300000,0.05437701341035525
43400000,0.05048342247164479
43500000,0.06246603941454181
43600000,0.06800518943592099
43700000,0.06254597469699302
43800000,0.054434176996910895
43900000,0.06160069650470561
44000000,0.054901210316207844
44100000,0.04812026411050299
44200000,0.05942150765746953
44300000,0.037879526280885784
44400000,0.04750290956916926
44500000,0.035454048590280125
44600000,0.05145542058538729
44700000,0.05645359501862053
44800000,0.03649157813957774
44900000,0.022121817966745314
45000000,0.04141564827440076
45100000,0.03074401531143464
45200000,0.04005883771715407
45300000,0.05012252671264729
45400000,0.07340543822611663
45500000,0.07077866761205528
45600000,0.0693804103852556
45700000,0.05344582388087731
45800000,0.06586448894431357
45900000,0.06128825230198579
46000000,0.0741507902024394
46100000,0.06564965444729313
46200000,0.06737157485677818
46300000,0.07644892682511971
46400000,0.07982637502553667
46500000,0.06683915362834125
46600000,0.05791725143222327
46700000,0.055983745488903724
46800000,0.05973126475611716
46900000,0.06959939851218429
47000000,0.08308601971926556
47100000,0.062122652754135865
47200000,0.06256356869713105
47300000,0.06916353909747817
47400000,0.06267604011270221
47500000,0.06030559929224312
47600000,0.057332527580423356
47700000,0.07131752503926422
47800000,0.0636342218051916
47900000,0.06963301001474359
48000000,0.043841817338581585
48100000,0.042830518475986304
48200000,0.04436677918657373
48300000,0.05702177905263654
48400000,0.0498564226276138
48500000,0.06116484012780492
48600000,0.015164730044784872
48700000,0.007734725270001203
48800000,-0.02739794757282555
48900000,-0.019363974180848034
49000000,-0.026622031551861984
49100000,-0.0041874217818226225
49200000,-0.03842159550774407
49300000,-0.05566089776685665
49400000,-0.04247395734058985
49500000,-0.04725062284222954
49600000,-0.05184873970478712
49700000,-0.045677780031583445
49800000,-0.02292991881890881
49900000,-0.03619724408962065
50000000,-0.024377428214438057
50100000,-0.029652593889229494
50200000,-0.02551482465732497
50300000,-0.02742378393122993
50400000,-0.008298869808003744
50500000,-0.037220682743480754
50600000,-0.03985307440845621
50700000,-0.03366100205029233
50800000,-0.03192170860014382
50900000,0.018091489818208087
51000000,-0.0025286093971101844
51100000,-0.007305409437838762
51200000,-0.02709675275592903
51300000,-0.02091663226635019
51400000,-0.026398066056562804
51500000,-0.031356074178170996
51600000,-0.011065628192456734
51700000,0.02610099050260385
51800000,0.013937477281980467
51900000,-0.006780152654553773
52000000,-0.014344085354085427
52200000,-0.010889531468189596
52300000,0.004132186576590379
52400000,0.018423955515674526
52500000,-0.000598352168150771
52600000,0.008545643001822336
52700000,-0.002595693974932289
52800000,0.019873100407217466
52900000,0.06963743721005534
53000000,0.06409516236581007
53100000,0.05354242855029842
53200000,0.04777336652399161
53300000,0.008592548440725916
53400000,0.020118390315134575
53500000,0.02207669443197834
53600000,0.028579337441770027
53700000,0.04063767877096889
53800000,0.030259173816713815
53900000,0.028802548045590643
54000000,0.02545049272744166
54100000,0.013667159141701904
54200000,0.04294211086068241
54300000,0.06661797762386229
54400000,0.06096127367035432
54500000,0.05382791679054727
54600000,0.057431401590936404
54700000,0.05552813244733893
54800000,0.06337051598445778
54900000,0.04271425814670263
55000000,0.05973383791758913
55100000,0.063547453387763
55200000,0.08355029811778554
55300000,0.057625667837617814
55400000,0.06406876892650179
55500000,0.0703006297117094
55600000,0.06730276782698422
55700000,0.07552751617429435
55800000,0.06617825789594697
55900000,0.06486437573287161
56000000,0.05918786458436671
56100000,0.05966833616717707
56200000,0.04580310588170737
56300000,0.05205770681824142
56400000,0.06501723038972165
56500000,0.07871958698248915
56600000,0.07305550251038245
56700000,0.06314765425224025
56800000,0.0375378163668446
56900000,0.02881877461301867
57000000,0.03428124548399723
57100000,0.0011623911330448638
57200000,0.00476485266550665
57300000,0.006083850883460512
57400000,-0.011528590658156713
57500000,0.026063356474376676
57600000,-0.004016405387760819
57700000,-0.035322815307425266
57800000,-0.029104348913894535
57900000,-0.03111477327806294
58000000,-0.02458595959034484
58100000,-0.02894314301349034
58200000,-0.032103097925620834
58300000,-0.022545603453668128
58400000,-0.019783421971263038
58500000,-0.0018124266245611769
58600000,0.0009530055770184485
58700000,-0.01581700080389619
58800000,-0.02093800536852444
58900000,-0.013328534893774929
59000000,-0.014388122145543646
59100000,-0.0027294921006410875
59200000,0.01577892357315649
59300000,-0.006412265752752594
59400000,-0.013408538608801722
59500000,-0.007519394365944991
59600000,-0.01045926227350523
59700000,-0.009402322114045507
59800000,0.04251891546204123
59900000,0.03625743212366304
60000000,0.037711942720924
60100000,0.05187799131043616
60200000,0.0428619750359257
60300000,0.03147513549992713
60400000,0.04206909932591191
60500000,0.01753063570942419
60600000,0.03381099016964706
60700000,0.024737607391864414
60800000,0.042201417739100314
60900000,0.0425450472594139
61000000,0.05868684771539701
61100000,0.012210142275003907
61200000,-0.04305821796892656
61300000,-0.057548729492323224
61400000,-0.04468901709385664
61500000,-0.04131530766835465
61600000,-0.0063481396756518375
61700000,-0.022403887339518348
61800000,-0.03125195514292622
61900000,-0.032025712918864926
62000000,-0.03596125303235492
62100000,-0.03273103865582816
62200000,-0.036756589724716744
62300000,-0.023696041468577032
62400000,-0.016359389545854114
62500000,-0.019736707194255246
62600000,-0.0029415293172091227
62700000,-0.003547069799200452
62800000,-0.01337041243679976
62900000,-0.015751024802385237
63000000,-0.0160148256093645
63100000,-0.00292049277593274
63200000,-0.01838338010879169
63300000,-0.01538617437479323
63400000,-0.007864728362256946
63500000,-0.013064263043664159
63600000,-0.012300565496212522
63700000,-0.02227300346563913
63800000,-0.012159683339006463
63900000,-0.020740434030498685
64000000,-0.022518962987538013
64100000,-0.014388268111849931
64200000,-0.027420507457584994
64300000,-0.03097144234689872
64400000,-0.02327536922490113
64500000,-0.027159614188999204
64600000,-0.03348192054341553
64700000,-0.01339961739004745
64800000,-0.015716354044551736
64900000,-0.039961886178063816
65000000,-0.03476785106859182
65100000,-0.018963022405903772
65200000,-0.030334532948884746
65300000,-0.03996745980177113
65400000,-0.040938631004534085
65500000,-0.025379970751804877
65600000,-0.03501273068243625
65700000,-0.03967889686526786
65800000,-0.03595520317748033
65900000,-0.03934735217853867
66000000,-0.04725814520927589
66100000,-0.03595799392277683
66200000,-0.027719473632466976
66300000,0.004626414851654399
66400000,-0.0019609697037157297
66500000,0.021495707284291198
66600000,0.03127166596307936
66700000,0.028510910651758585
66800000,0.04327603278091714
66900000,0.04920198196345551
67000000,0.037092318770460986
67100000,0.03359294119590014
67200000,0.03833390515635521
67300000,0.03479284957231319
67400000,0.010796351189750544
67500000,0.007858248105382588
67600000,0.013554400493220362
67700000,0.00549694725794677
67800000,0.012358984649422474
67900000,0.004391877610344092
68000000,-0.02343854252844057
68100000,0.0026081275730046923
68200000,-0.035361123259927726
68300000,-0.034306544438450055
68400000,-0.03475221828803944
68500000,-0.027279089749757714
68600000,-0.030240035044950868
68700000,-0.027729567588060153
68800000,-0.03627446764102925
68900000,-0.015679121902424802
69000000,0.029005241104094796
69100000,0.018466635879363844
69200000,-0.019041077678575498
69300000,-0.00918148343592751
69400000,-0.0037123588174174152
69500000,0.004814933012142669
69600000,-0.01312628307716549
69700000,-0.013082688805476413
69800000,-0.01444420605423279
69900000,-0.033083486730795655
70000000,-0.0220385068030794
70100000,-0.02286688212939266
70200000,-0.015621375552402766
70300000,0.010361910028501849
70400000,-0.016862239037427545
70500000,-0.05105250699066187
70600000,-0.04791706184201843
70700000,-0.041259501776253364
70800000,-0.04070904734796349
70900000,-0.016445688528454766
71000000,-0.017828748754471598
71100000,-0.008984381650670214
71200000,-0.007655032754677248
71300000,-0.008488659909185955
71400000,-0.019310069813798382
71500000,-0.037908673645659835
71600000,-0.037549196164098284
71700000,-0.023409581350126184
71800000,0.028517209724998653
71900000,0.023082997689578146
72000000,0.01557927058569821
72100000,0.04651653592866786
72200000,0.010509500430171625
72300000,0.013888103666064789
72400000,0.01494979494124214
72500000,0.03191748086055873
72600000,0.027186350258225644
72700000,-0.007104708590197719
72800000,0.01988034080305624
72900000,0.03575566788923063
73000000,-0.0061305236695065
73100000,-0.007519538276523793
73200000,-0.010119167353374241
73300000,-0.006207247685281442
73400000,-0.006452978117735523
73500000,1.888127039035778e-05
73600000,-0.02278251441596542
73700000,-0.033637006364976116
73800000,-0.033550709203407025
73900000,-0.01560907795314393
74000000,0.011505094643208693
74100000,0.010421991472632437
74200000,0.027799755492239835
74300000,-0.007773377659480047
74400000,-0.01140443456791795
74500000,0.029295497422275447
74600000,0.013683301204993364
74700000,0.0026168518380173464
74800000,-0.0038626820967505165
74900000,-0.021763637463291474
75000000,-0.030787160010480825
75100000,-0.042598625633545384
75200000,-0.04814904100941485
75300000,-0.04246645757498416
75400000,-0.03794525849691278
75500000,-0.029160389316748827
75600000,-0.025221396184679355
75700000,-0.02597264822401899
75800000,-0.01481982897188476
75900000,-0.03599955918001761
76000000,-0.0398461214966818
76100000,-0.03087439524043365
76200000,-0.03664679203400074
76300000,-0.0349104702956093
76400000,-0.03027851811964954
76500000,-0.032440628557030865
76600000,-0.026216290794150863
76700000,-0.0176306911900002
76800000,0.00591401245051798
76900000,0.025224945148025025
77000000,0.02647304436249992
77100000,0.06366548276450282
77200000,0.057682075798346895
77300000,0.032731167790193784
77400000,0.04086416334636826
77500000,0.021214931836184534
77600000,0.03446260776060528
77700000,0.049523310918685934
77800000,0.04674275867324644
77900000,0.039729730046614335
78000000,0.022675659447908093
